QuperSquad
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,jackass,180
CommanderUnit,Morgan Expensiveman,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Gul'dan,180
CommanderUnit,Green goblin,180
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
RangedUnit,SpearOrc,100
